ID;SEC00_CHAIN;TRN00_PERIOD;VOL;VAL
69;YUMURTALAR;201904;833,587,025;474,739,872.65
48;EV YAPIMI URUNLER;201904;135,397,517,478;0
77;ZEYTINLER;201904;13,056,781,890;225,545,631.95
2;DONDURMALAR;201904;4,022,319,736.50;74,350,858.28
49;TUZ;201904;7,585,586,000;13,406,557.16
42;KETCAPLAR;201904;3,585,341,500;26,928,320.35
6;MAYONEZLER;201904;1,634,908,973;18,676,738.38
8;HEDIYELIK CIKOLATALAR;201904;283,017,331;7,879,757.93
54;SOSLAR;201904;767,908,299;15,110,465.51
115;ALKOLLU ICECEKLER;201904;513,395,350;75,577,902.85
118;KOLONYALAR;201904;379,625,155;7,211,437.95
24;HARDALLAR;201904;25,005,565;686,567.25
80;MEYVE SULARI;201904;20,111,948,460;76,814,106.92
78;EKMEKLER;201904;4,402,509,558;34,936,410.34
67;RECELLER;201904;4,268,907,598;87,658,441.56
27;MAYALAR;201904;412,098,952;7,607,994.94
81;SEKERLER;201904;1,897,065,395;45,327,287.00
41;KAKAOLU SUT TOZLARI;201904;495,329,918.70;16,866,149.57
63;BAKLIYAT;201904;65,443,985,439;390,674,065.34
92;TOZ-KESME SEKERLER;201904;42,087,600,361.10;175,253,940.01
13;EV TEMIZLIGI MADDELERI;201904;32,681,991,637.70;169,936,533.61
104;CIKOLATA KAPLAMALAR;201904;6,428,191,282.50;175,082,741.21
110;DONDURULMUS GIDALAR;201904;6,642,357,739;72,776,108.04
116;ARAP SABUNLARI;201904;330,284,100;2,113,696.25
107;HAZIR YEMEKLER;201904;3,715,443,230;31,849,251.88
106;RENKLI KOZMETIKLER;201904;2,794,123;33,269,251.55
97;BIRALAR;201904;4,886,550,795;96,446,942.52
58;MALT ICECEKLER;201904;52,324,380;521,563.88
88;HAZIR PASTA UNLARI;201904;140,388,182;2,014,628.88
21;AMPULLER;201904;675,929;5,219,567.63
45;AGIZ GARGARALARI;201904;71,687,000;2,277,929.94
12;AGIZ SAGLIGI;201904;14,059;103,355.76
120;KOPUK JOLELER;201904;5,442,925;420,705.25
105;SUTLER;201904;216,196,719,103.50;702,337,299.78
23;TEREYAGLAR;201904;7,628,869,616;287,966,347.50
29;MAKARNALAR;201904;30,824,938,081;111,074,596.20
17;CEREZLER;201904;2,960,662,520;89,999,612.25
39;COCUK BEZLERI;201904;316,148,419;236,355,094.88
72;CAMASIR DETERJANLARI;201904;48,108,917,211;287,955,852.03
113;DIS MACUNLARI;201904;586,613,425;56,931,538.20
83;SABUNLAR VE DUS JELLERI;201904;12,156,256,906;99,228,643.56
112;SALCALAR;201904;12,279,278,362;131,705,916.46
98;DEODORANTLAR;201904;307,536,334;28,714,621.20
75;DIS FIRCALARI;201904;3,302,024;14,014,502.47
22;CILT BAKIM URUNLERI;201904;477,419,927;49,806,098.94
89;ENERJI VE SPOR ICECEKLERI;201904;271,173,555;3,162,759.95
9;KULAK TEMIZLEME CUBUGU;201904;193,588,142;2,740,285.99
90;TOZ SABUNLAR;201904;200,350,920;3,328,843.02
65;PEYNIRLER;201905;44,441,191,327.72;1,002,687,559.59
77;ZEYTINLER;201905;12,529,987,212.80;216,467,015.65
33;PUDINGLER;201905;3,596,216,155;56,609,976.59
37;BEBEK ISLAK MENDILLERI;201905;1,329,268,413;79,547,009.21
96;SAMPUANLAR;201905;6,310,123,210;161,183,347.38
111;TAHIN - PEKMEZ;201905;2,359,375,150;45,396,542.25
55;TRAS BICAKLARI;201905;11,901,914;19,921,766.25
98;DEODORANTLAR;201905;383,559,850;38,092,971.35
71;SAKIZLAR;201905;117,790,519.86;17,332,848.82
6;MAYONEZLER;201905;1,708,429,596;20,302,681.34
51;PASTANE URUNLERI;201905;953,180,350;13,207,497.76
85;SAC KREMLERI;201905;1,005,488,775;28,707,949.56
69;YUMURTALAR;201905;836,124,813;457,867,896.93
105;SUTLER;201905;199,487,327,660;661,323,868.48
41;KAKAOLU SUT TOZLARI;201905;419,633,521;14,413,280.97
63;BAKLIYAT;201905;70,406,071,810.40;426,557,206.95
31;KURUYEMISLER;201905;15,755,166,731.33;414,084,913.53
18;YOGURTLAR;201905;76,429,680,579;339,942,676.06
35;HAZIR KAHVELER VE KREMALAR;201905;740,903,750;74,889,186.46
68;KREM CIKOLATALAR;201905;7,155,693,493;144,898,399.30
17;CEREZLER;201905;2,755,245,686;86,228,778.11
95;COP TORBALARI;201905;56,682,457;10,979,152.90
7;HELVALAR;201905;2,147,419,825;38,960,132.00
56;EV PARFUMLERI;201905;520,129;4,765,440.44
45;AGIZ GARGARALARI;201905;69,543,550;2,248,155.95
104;CIKOLATA KAPLAMALAR;201905;5,648,032,270.40;159,333,804.17
15;KAGIT URUNLERI;201905;1,699,137,166;264,491,324.11
107;HAZIR YEMEKLER;201905;3,953,477,881;34,811,327.02
83;SABUNLAR VE DUS JELLERI;201905;11,277,221,395;91,116,248.76
19;AYRAN VE KREMA;201905;7,935,309,057;39,428,563.38
27;MAYALAR;201905;388,510,075.50;7,348,020.65
39;COCUK BEZLERI;201905;298,208,690;221,968,844.26
46;HALI SAMPUANLARI;201905;89,909,950;1,193,238.32
119;SINEK-BOCEK ILACLARI;201905;502,596;5,146,816.71
11;PIRINC UNLARI;201905;254,995,050;5,071,195.50
99;BEBEK PUDRALARI;201905;10,486,160;913,680
12;AGIZ SAGLIGI;201905;25,739;220,425.81
117;MOBILYA BAKIM URUNLERI;201905;145,691,400;1,129,721.93
30;MADEN SULARI;201905;21,484,220,030;81,606,731.65
47;Test Sector 1;201905;170,350,153,857.69;6,003,965,933.84
50;ET MAMULLERI;201905;33,073,433,786.41;1,478,818,070.26
78;EKMEKLER;201905;3,952,907,551;33,189,237.60
112;SALCALAR;201905;12,635,082,217;136,804,993.72
38;SIVI YAGLAR;201905;60,998,560,950;481,289,574.50
16;BEYAZ ETLER;201905;47,960,791,352.28;665,867,741.42
93;BAHARATLAR;201905;4,062,065,619;103,470,028.98
84;CAMASIR YUMUSATICILARI;201905;19,392,829,346;98,283,778.60
13;EV TEMIZLIGI MADDELERI;201905;32,981,987,123.15;172,874,569.01
43;SAC BOYALARI;201905;91,637,845;19,782,156.84
94;SIRKELER;201905;3,436,919,560;17,865,791.65
106;RENKLI KOZMETIKLER;201905;2,843,838;36,990,624.49
1;MARGARINLER;201905;8,071,283,950;82,955,902.17
92;TOZ-KESME SEKERLER;201905;47,386,311,824.90;199,478,588.74
75;DIS FIRCALARI;201905;3,017,605;15,087,547.76
44;KADIN PARFUMLERI;201905;24,417,380;12,430,531.50
87;TRAS KREM VE KOPUKLERI;201905;124,865,555;4,000,319.41
90;TOZ SABUNLAR;201905;178,382,600;2,989,962.70
66;BISKUVILER;201905;21,349,238,880.40;321,769,764.53
80;MEYVE SULARI;201905;30,877,786,460;116,017,028.33
109;LIMON-SALGAM SULARI;201905;1,884,586,810;6,749,536.99
3;BULASIK DETERJANLARI;201905;18,576,432,540.30;229,780,190.55
23;TEREYAGLAR;201905;7,431,909,361.10;287,826,676.79
81;SEKERLER;201905;2,034,106,458.60;45,916,154.25
14;TURK KAHVELERI;201905;1,826,248,843.60;80,368,225.57
34;EV TEMIZLIGI ARACLARI;201905;18,296,128;20,120,386.96
28;HAZIR CORBALAR;201905;11,427,158,090;25,585,267.14
5;NONWEB;201905;3,402,511,867.80;23,426,329.69
8;HEDIYELIK CIKOLATALAR;201905;391,624,143;12,369,080.58
74;TUY DOKUCU KREMLER;201905;102,925,842;6,472,891.37
86;TRAS LOSYONLARI;201905;15,680,173;6,057,056.69
115;ALKOLLU ICECEKLER;201905;271,737,250;38,222,718.84
91;DIGER ACIK GIDA URUNLERI;201905;16,794,047;759,611.57
60;GUNES YAGLARI VE KREMLERI;201905;9,665,700;4,084,600.98
79;CIKOLATALAR;201905;1,647,607,647.10;80,012,128.53
29;MAKARNALAR;201905;29,887,016,975;115,068,523.63
49;TUZ;201905;7,825,181,376;14,020,413.07
113;DIS MACUNLARI;201905;564,872,183;55,572,855.84
21;AMPULLER;201905;646,110;4,989,934.43
88;HAZIR PASTA UNLARI;201905;128,383,281;1,847,357.85
110;DONDURULMUS GIDALAR;201905;5,945,849,719;69,120,574.79
20;ET VE TAVUK SULARI;201905;35,768,802,430;13,068,890.34
9;KULAK TEMIZLEME CUBUGU;201905;180,014,814;2,534,884.85
57;SAGLIK BEZLERI;201905;1,507,739;3,358,143.75
89;ENERJI VE SPOR ICECEKLERI;201905;302,164,102;3,347,807.52
102;SAC JOLELERI;201905;44,199,180;764,812.93
101;SAC SPREYLERI;201905;30,065,410;1,415,102.78
25;AILE PLANLAMASI;201905;851,545;793,741.58
73;BEBEK MAMALARI;201905;975,847,515;72,335,865.03
116;ARAP SABUNLARI;201905;375,120,390;2,394,962.67
